# Schritte plus Neu 6 (Hueber, Niveau B1/2) — the book's own Lernwortschatz, LWS 31-53.
# Lektionen 8-14. Transcribed 2026-08-29 from rendered page images of PDF pages
# 178-201, NOT from the PDF's OCR text layer: that layer silently dropped five
# entries (die Philosophie, die Klinik, die Maßnahme, über-, das Gebäck). See
# docs/LESSONS.md 2026-08-29.
#
# This is a reference index of headwords for a coverage measurement — it is not
# course content and nothing here is redistributed into the app. Nouns carry the
# article as the book prints it; reflexives are normalised to Lexi's "sich X"
# form; adjectives the book prints with a trailing hyphen (morgig-) keep it.
#
# lektion<TAB>headword<TAB>pos
12	die Integration	noun
12	hinweisen	verb
12	die Bürgerinitiative	noun
12	der Babysitter	noun
12	die Babysitterin	noun
12	das Verfallsdatum	noun
12	verteilen	verb
12	die Kälte	noun
12	ökologisch	adjective
12	das Altenheim	noun
12	die Einrichtung	noun
12	egoistisch	adjective
12	die Gesellschaft	noun
12	sich einsetzen	verb
12	der Umweltschutz	noun
12	die Philosophie	noun
12	die Klinik	noun
12	die Maßnahme	noun
12	tolerant	adjective
12	das Gewissen	noun
12	vorgestern	adverb
12	die Wolle	noun
12	die Lüge	noun
12	heimlich	adjective
12	der Verein	noun
12	die Wahrheit	noun
12	die Hitze	noun
13	sich weiterbilden	verb
13	zubereiten	verb
13	passen	verb
13	die Reportage	noun
13	körperlich	adjective
13	das Ereignis	noun
13	geschehen	verb
13	der Krieg	noun
13	die Bombe	noun
13	töten	verb
13	feucht	adjective
13	kämpfen	verb
13	empfangen	verb
13	fördern	verb
13	örtlich	adjective
13	der Bürgermeister	noun
13	die Bürgermeisterin	noun
13	der Fortschritt	noun
13	sich leisten	verb
13	das Gesetz	noun
13	die Geschwindigkeit	noun
13	die Ansicht	noun
13	der Zusammenhang	noun
13	der Gegensatz	noun
13	die Demonstration	noun
13	das Zeichen	noun
13	politisch	adjective
13	fair	adjective
13	der Bauer	noun
13	die Bäuerin	noun
13	protestieren	verb
13	die Landwirtschaft	noun
13	städtisch	adjective
13	der Streik	noun
13	der Bundeskanzler	noun
13	die Bundeskanzlerin	noun
13	die Macht	noun
13	die Zone	noun
13	offiziell	adjective
13	national	adjective
13	folgend-	adjective
13	wählen	verb
13	die Regierung	noun
14	diesmal	adverb
14	traditionell	adjective
14	das Gebäck	noun
14	speziell	adjective
14	braten	verb
14	rühren	verb
14	trocknen	verb
14	das Zuhause	noun
14	die Tradition	noun
14	die Gegend	noun
14	die Mobilität	noun
14	die Migration	noun
14	ursprünglich	adjective
14	das Volk	noun
14	die Staatsangehörigkeit	noun
14	der Profi	noun
14	integrieren	verb
14	ordnen	verb
14	die Fläche	noun
14	der Einwohner	noun
14	der Kontinent	noun
14	die EU	noun
14	die Freiheit	noun
14	die Demokratie	noun
14	der Zuwanderer	noun
14	das Gewürz	noun
14	das Rezept	noun
14	die Zutat	noun
14	das Gericht	noun
14	backen	verb
14	kochen	verb

